Issue key,Primary Issue,Secondary Issue,Repeat,Suggested Response,Actual Response,Assigned to Respond:,Issue id,Mode,Airport,State,Zip,City,Received / Created,Zip Code,Latitude,Longitude,AutoCity,County,CA Region,Status,Response Time (Days),Response Time,Repeat Formula,Closed,Open,Waiting for customer,Open ATO WSC,Open Other,Response Method,NP Week,Date Range
AWP-201901156,Aircraft Noise,,No,,,,20425,Email,SBP,CA,93405,San Luis Obispo,9/14/2019,93405,35.30,-120.73,San Luis Obispo,San Luis Obispo County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901157,Aircraft Noise,,No,,,,20426,Email,SNA,CA,90742,Huntington Beach,9/15/2019,90742,33.72,-118.08,Sunset Beach,Orange County,SoCal,Addressed,193,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901158,Recent change or increase in air traffic,,No,,,,20427,Email,DVT,AZ,85308,Glendale,9/16/2019,85308,33.66,-112.18,Glendale,Maricopa County,#N/A,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901159,Recent change or increase in air traffic,Commercial,No,,,,20431,Email,OGG,HI,96708,Haiku,9/16/2019,96708,20.85,-156.22,Haiku,Maui County,#N/A,Addressed,248,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901160,Early morning/late night flights,Commercial,No,,,,20432,Email,HNL,HI,96822,Honolulu,9/16/2019,96822,21.32,-157.81,Honolulu,Honolulu County,#N/A,Addressed,248,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901161,Low flying / safety,,No,,,,20433,Email,FUL,CA,90621,Buena Park,9/17/2019,90621,33.87,-117.99,Buena Park,Orange County,SoCal,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901162,NextGen/PBN,,No,,,,20434,Email,SDL,AZ,85255,Scottsdale,9/18/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901163,NextGen/PBN,,No,,,,20435,Email,SAN,CA,92107,San Diego,9/8/2019,92107,32.74,-117.25,San Diego,San Diego County,SoCal,Addressed,199,More than 30 days,New Complainant,1,0,0,0,,Email,36,8/31/2019 - 9/13/2019
AWP-201901164,NextGen/PBN,,No,,,,20436,Email,SDL,AZ,85258,Scottsdale,9/20/2019,85258,33.56,-111.90,Scottsdale,Maricopa County,#N/A,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901165,Aircraft Noise,,No,,,,20437,Email,OAK,CA,94703,Berkeley,9/20/2019,94703,37.86,-122.28,Berkeley,Alameda County,NorCal,Addressed,193,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901166,Helicopter,,No,,,,20479,Email,SNA,CA,92663,Newport Beach,9/10/2019,92663,33.62,-117.93,Newport Beach,Orange County,SoCal,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,36,8/31/2019 - 9/13/2019
AWP-201901167,Low flying / safety,,,,,,20481,Email,OCN,CA,92058,Oceanside,9/20/2019,92058,33.26,-117.42,Oceanside,San Diego County,SoCal,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901168,Early morning/late night flights,Contraops response,Yes,,,,20482,Email,ONT,CA,91710,Chino,9/23/2019,91710,34.00,-117.68,Chino,San Bernadino County,SoCal,Addressed,8,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901169,Aircraft Noise,,,,,,20483,Email,SJC,CA,95035,Milpitas,9/24/2019,95035,37.44,-121.87,Milpitas,Santa Clara County,NorCal,Addressed,7,Less than 15 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901170,Low flying / safety,,No,,,,20489,Phone,LVK,CA,94583,San Ramon,9/13/2019,94583,37.76,-121.97,San Ramon,Contra Costa County,NorCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Letter,36,8/31/2019 - 9/13/2019
AWP-201901171,Low flying / safety,,Yes,,,,20490,Phone,TOA,CA,91436,Encino,9/15/2019,91436,34.15,-118.49,Encino,Los Angeles County,SoCal,Addressed,193,More than 30 days,Repeat Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901172,UAS - Drones,,No,,,,20491,Phone,SDM,CA,92173,Unknown,9/15/2019,92173,32.55,-117.04,San Ysidro,San Diego County,SoCal,Addressed,193,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901173,Other,,No,,,,20492,Phone,TOA,CA,90731,San Pedro,9/17/2019,90731,33.74,-118.28,San Pedro,Los Angeles County,SoCal,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901174,UAS - Drones,,Yes,,,,20493,Phone,ONT,CA,92860,Norco,9/17/2019,92860,33.93,-117.55,Norco,Riverside County,SoCal,Addressed,92,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901175,UAS - Drones,,No,,,,20494,Phone,TOA,CA,90640,Montebello,9/26/2019,90640,34.02,-118.11,Montebello,Los Angeles County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Letter,38,9/14/2019 - 9/27/2019
AWP-201901176,Low flying / safety,,No,,,,20495,Phone,HAF,CA,94038,Moss Beach,9/17/2019,94038,37.53,-122.51,Moss Beach,San Mateo County,NorCal,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901177,Helicopter,,,,,,20496,Phone,PHX,AZ,85282,Tempe,9/27/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,56,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901178,Aircraft Noise,,,,,,20497,Phone,PHX,AZ,85282,Tempe,9/27/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,21,15 - 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901179,Aircraft Noise,,,,,,20498,Phone,PHX,AZ,85282,Tempe,9/28/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,20,15 - 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901180,Aircraft Noise,,,,,,20499,Phone,PHX,AZ,85282,Tempe,9/28/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,124,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901181,Aircraft Noise,,No,,,,20500,Phone,LAX,CA,90240,Downey,9/26/2019,90240,33.96,-118.12,Downey,Los Angeles County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Letter,38,9/14/2019 - 9/27/2019
AWP-201901182,Helicopter,,No,,,,20501,Phone,LGB,CA,90712,Lakewood,9/26/2019,90712,33.85,-118.15,Lakewood,Los Angeles County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Letter,38,9/14/2019 - 9/27/2019
AWP-201901183,Low flying / safety,,No,,,,20505,Phone,SFO,CA,94403,San Mateo,9/28/2019,94403,37.54,-122.31,San Mateo,San Mateo County,NorCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Letter,39,9/28/2019 - 10/11/2019
AWP-201901184,Aircraft Noise,,,,,,20517,Phone,PHX,AZ,85282,Tempe,9/18/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,75,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901185,Aircraft Noise,,,,,,20521,Phone,PHX,AZ,85282,Tempe,9/18/2019,85282,33.39,-111.93,Tempe,Maricopa County,#N/A,Addressed,75,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901186,Aircraft Noise,,,,,,20522,Email,HHR,CA,90278,Redondo Beach,9/17/2019,90278,33.87,-118.37,Redondo Beach,Los Angeles County,SoCal,Addressed,14,Less than 15 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901187,Circling airplane,,,,,,20527,Email,QEM,CA,92673,San Clemente,9/24/2019,92673,33.47,-117.61,San Clemente,Orange County,SoCal,Addressed,84,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901188,Aircraft Noise,,No,,,,20529,Email,"LAX, HHR",CA,90278,Redondo Beach,9/3/2019,90278,33.87,-118.37,Redondo Beach,Los Angeles County,SoCal,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Email,35,8/31/2019 - 9/13/2019
AWP-201901189,Aircraft Noise,,,,,,20531,Phone,POC,CA,91768,Pomona,9/18/2019,91768,34.06,-117.79,Pomona,Los Angeles County,SoCal,Addressed,57,More than 30 days,New Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901190,Aerobatic Practices,,Yes,,,,20533,Email,SNA,CA,92694,Mission Viejo,8/19/2019,92694,33.55,-117.62,Ladera Ranch,Orange County,SoCal,Addressed,205,More than 30 days,Repeat Complainant,1,0,0,0,,Email,33,8/17/2019 - 8/30/2019
AWP-201901191,Aircraft Noise,,,,,,20536,Email,SJC,CA,95035,Milpitas,9/24/2019,95035,37.44,-121.87,Milpitas,Santa Clara County,NorCal,Addressed,129,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901192,Aircraft Noise,,No,,,,20537,Phone,SFO,CA,94044,Pacifica,9/18/2019,94044,37.61,-122.48,Pacifica,San Mateo County,NorCal,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901193,Early morning/late night flights,,No,,,,20538,Email,FLG,AZ,86004,Flagstaff,9/24/2019,86004,35.38,-111.37,Flagstaff,Coconino County,#N/A,Addressed,169,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901194,Helicopter,,,,,,20539,Email,SBA,CA,93013,Summerland/Montecito/Santa Barbara,9/22/2019,93013,34.44,-119.51,Carpinteria,Santa Barbra County,SoCal,Addressed,184,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901195,Other,,No,,,,20540,Email,EMT,CA,91731,El Monte,9/20/2019,91731,34.08,-118.04,El Monte,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901196,Aircraft Noise,,,,,,20541,Email,LAX,CA,90266,Manhattan Beach,9/19/2019,90266,33.89,-118.40,Manhattan Beach,Los Angeles County,SoCal,Addressed,33,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901197,Aircraft Noise,,,,,,20542,Email,BUR,CA,91604,Studio City,9/19/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,63,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901198,Aerobatic Practices,,,,,,20543,Email,"LVK, C83",CA,94513,Brentwood,9/15/2019,94513,37.92,-121.67,Brentwood,Contra Costa County,NorCal,Addressed,78,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901199,Aerobatic Practices,,,,,,20544,Email,"LVK, C83",CA,94513,Brentwood,9/30/2019,94513,37.92,-121.67,Brentwood,Contra Costa County,NorCal,Addressed,63,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901200,NextGen/PBN,,No,,,,20545,Email,BUR,CA,91602,Toluca Lake,9/30/2019,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901201,NextGen/PBN,,Yes,,,,20546,Email,BUR,CA,91604,Studio City,9/30/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,148,More than 30 days,Repeat Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901202,NextGen/PBN,,Yes,,,,20547,Email,BUR,CA,91602,Studio City,9/30/2019,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,192,More than 30 days,Repeat Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901203,Helicopter,,No,,,,20562,Email,SAN,CA,92103,San Diego,9/23/2019,92103,32.75,-117.17,San Diego,San Diego County,SoCal,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901204,Early morning/late night flights,,No,,,,20563,Email,CCR,CA,94565,Pittsburg,9/24/2019,94565,38.01,-121.91,Pittsburg,Contra Costa County,NorCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901205,NextGen/PBN,,No,,,,20564,Email,SDL,AZ,85260,Scottsdale,9/23/2019,85260,33.61,-111.89,Scottsdale,Maricopa County,#N/A,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901206,NextGen/PBN,,No,,,,20565,Email,SDL,AZ,85250,Scottsdale,9/23/2019,85250,33.53,-111.89,Scottsdale,Maricopa County,#N/A,Addressed,211,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901207,Aircraft Noise,,No,,,,20566,Email,SDL,AZ,85255,Scottsdale,9/24/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901208,NextGen/PBN,,No,,,,20567,Email,SDL,AZ,85255,Scottsdale,9/24/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901209,Low flying / safety,,No,,,,20568,Email,SMF,CA,95831,Sacramento,9/22/2019,95831,38.50,-121.53,Sacramento,Sacramento County,NorCal,Addressed,198,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901210,Aircraft Noise,,No,,,,20569,Email,BUR,CA,91605,Hollywood,9/22/2019,91605,34.21,-118.40,North Hollywood,Los Angeles County,SoCal,Addressed,198,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901211,Early morning/late night flights,,No,,,,20570,Email,ONT,CA,91724,Covina,9/25/2019,91724,34.08,-117.85,Covina,Los Angeles County,SoCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901212,Aircraft Noise,,No,,,,20571,Email,HHR,CA,90044,Los Angeles,9/25/2019,90044,33.95,-118.29,Los Angeles,Los Angeles County,SoCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901213,Aircraft Noise,,,,,,20572,Email,BUR,CA,90046,LA,9/26/2019,90046,34.11,-118.36,Los Angeles,Los Angeles County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901214,NextGen/PBN,,No,,,,20573,Email,OAK,CA,94605,Oakland,9/28/2019,94605,37.76,-122.15,Oakland,Alameda County,NorCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901215,NextGen/PBN,,Yes,,,,20613,Email,SFO,CA,94117,San Francisco,9/12/2019,94117,37.77,-122.45,San Francisco,San Francisco County,NorCal,Addressed,196,More than 30 days,Repeat Complainant,1,0,0,0,,Email,36,8/31/2019 - 9/13/2019
AWP-201901216,NextGen/PBN,,Yes,,,,20614,Email,SDL,AZ,85086,Phoenix,9/17/2019,85086,33.82,-112.12,Phoenix,Maricopa County,#N/A,Addressed,178,More than 30 days,Repeat Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901217,Early morning/late night flights,,Yes,,,,20615,Email,CLD,CA,92011,Carlsbad,9/5/2019,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,202,More than 30 days,Repeat Complainant,1,0,0,0,,Email,35,8/31/2019 - 9/13/2019
AWP-201901218,Military,,Yes,,,,20616,Email,NKX,CA,92122,San Diego,8/13/2019,92122,32.86,-117.17,San Diego,San Diego County,SoCal,Addressed,206,More than 30 days,Repeat Complainant,1,0,0,0,,Email,32,8/3/2019 - 8/16/2019
AWP-201901219,Low flying / safety,,Yes,,,,20617,Email,PHX,AZ,85203,Mesa,7/16/2019,85203,33.45,-111.80,Mesa,Maricopa County,#N/A,Addressed,219,More than 30 days,Repeat Complainant,1,0,0,0,,Email,28,7/6/2019 - 7/19/2019
AWP-201901220,Military,,Yes,,,,20618,Email,SEE,CA,92019,El Cajon,8/4/2018,92019,32.78,-116.88,El Cajon,San Diego County,SoCal,Addressed,528,More than 30 days,Repeat Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201901221,Early morning/late night flights,,Yes,,,,20620,Email,CLD,CA,92011,Carlsbad,9/5/2019,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,202,More than 30 days,Repeat Complainant,1,0,0,0,,Email,35,8/31/2019 - 9/13/2019
AWP-201901222,Aircraft Noise,,No,,,,20621,Email,CLD,CA,92011,Carlsbad,9/8/2018,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,564,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201901223,Aircraft Noise,,No,,,,20622,Email,REB,CA,92320,Calimesa,9/18/2019,92320,33.99,-117.05,Calimesa,Riverside County,SoCal,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901224,Helicopter,Helicopter,Yes,,,,20625,Email,ITO,HI,96785,Volcano,9/16/2019,96785,19.45,-155.41,Volcano,Hawaii County,#N/A,Addressed,151,More than 30 days,Repeat Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901225,Helicopter,Helicopter,Yes,,,,20626,Email,ITO,HI,96785,Volcano,10/2/2019,96785,19.45,-155.41,Volcano,Hawaii County,#N/A,Addressed,135,More than 30 days,Repeat Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901226,Recent change or increase in air traffic,Commercial,No,,,,20628,Email,HNL,HI,96748,Molokai,8/15/2019,96748,21.13,-156.84,Kaunakakai,Maui County,#N/A,Addressed,222,More than 30 days,New Complainant,1,0,0,0,,Email,32,8/3/2019 - 8/16/2019
AWP-201901227,Low flying / safety,,No,,,,20634,Email,SCK,CA,95320,Escalon,9/29/2019,95320,37.83,-121.01,Escalon,San Joaquin County,NorCal,Addressed,198,More than 30 days,New Complainant,1,0,0,0,,Letter,39,9/28/2019 - 10/11/2019
AWP-201901228,Low flying / safety,,No,,,,20641,Phone,PVF,CA,95682,Cameron Park,10/6/2019,95682,38.61,-120.96,Shingle Springs,El Dorado County,NorCal,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Email,40,9/28/2019 - 10/11/2019
AWP-201901229,Low flying / safety,,Yes,,,,20642,Email,SFO,CA,94202,La Honda,5/31/2019,94202,37.30,-122.18,Berkeley Hills,Yolo County,NorCal,Addressed,251,More than 30 days,Repeat Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201901230,Low flying / safety,,No,,,,20643,Email,REB,CA,92320,Calimesa,9/30/2019,92320,33.99,-117.05,Calimesa,Riverside County,SoCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901231,Flight school training,,Yes,,,,20644,Email,CLD,CA,92011,Carlsbad,9/2/2019,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,211,More than 30 days,Repeat Complainant,1,0,0,0,,Email,35,8/31/2019 - 9/13/2019
AWP-201901232,Low flying / safety,General Aviation,No,,,,20645,Email,HNL,HI,96822,Honolulu,6/28/2019,96822,21.32,-157.81,Honolulu,Honolulu County,#N/A,Addressed,270,More than 30 days,New Complainant,1,0,0,0,,Email,25,6/22/2019 - 7/5/2019
AWP-201901233,Helicopter,,No,,,,20646,Email,TOA,CA,90042,Los Angeles,10/2/2019,90042,34.11,-118.19,Los Angeles,Los Angeles County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901234,Military,,No,,,,20647,Email,NKX,CA,92145,San Diego,8/13/2019,92145,32.93,-117.01,San Diego,San Diego County,SoCal,Addressed,206,More than 30 days,New Complainant,1,0,0,0,,Email,32,8/3/2019 - 8/16/2019
AWP-201901235,Helicopter,Helicopter,No,,,,20648,Email,ITO,HI,96785,Volcano,10/2/2019,96785,19.45,-155.41,Volcano,Hawaii County,#N/A,Addressed,135,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901236,Flight school training,,Yes,,,,20649,Email,CLD,CA,92011,Carlsbad,10/4/2019,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,169,More than 30 days,Repeat Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901237,NextGen/PBN,,Yes,,,,20651,Phone,BUR,CA,91602,Studio City,10/2/2019,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,195,More than 30 days,Repeat Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901238,Helicopter,,No,,,,20652,Phone,TOA,CA,91001,Pasadena,10/1/2019,91001,34.19,-118.14,Altadena,Los Angeles County,SoCal,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901239,Helicopter,Helicopter,No,,,,20653,Phone,ITO,HI,96749,Keaau,9/30/2019,96749,19.62,-154.99,Keaau,Hawaii County,#N/A,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901240,Low flying / safety,LETTER - pending w/ Larri,No,,,,20670,Phone,SZP,CA,93063,Simi Valley,10/4/2019,93063,34.31,-118.69,Simi Valley,Ventura County,SoCal,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Letter,39,9/28/2019 - 10/11/2019
AWP-201901241,Early morning/late night flights,,No,,,,20673,Email,SNS,CA,93962,Spreckels,9/23/2019,93962,36.62,-121.65,Spreckels,Monterey County,NorCal,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901242,Helicopter,,No,,,,20674,Email,CRQ,CA,92010,Carlsbad,9/30/2019,92010,33.17,-117.28,Carlsbad,San Diego County,SoCal,Addressed,204,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901243,Helicopter,,No,,,,20675,Email,PHX,AZ,85045,Phoenix,10/3/2019,85045,33.30,-112.11,Phoenix,Maricopa County,#N/A,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901244,Low flying / safety,,No,,,,20676,Email,U74,NV,89821,crescent valley,9/24/2019,89821,40.50,-116.47,Crescent Valley,Eureka County,#N/A,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Email,38,9/14/2019 - 9/27/2019
AWP-201901246,NextGen/PBN,,No,,,,20678,Email,SNA,CA,92629,Dana Point,9/28/2019,92629,33.48,-117.71,Dana Point,Orange County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901247,NextGen/PBN,,No,,,,20679,Email,PHX,AZ,85203,Mesa,9/29/2019,85203,33.45,-111.80,Mesa,Maricopa County,#N/A,Addressed,193,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901248,Aircraft Noise,,No,,,,20680,Email,SFO,CA,94122,San Francisco,9/30/2019,94122,37.76,-122.49,San Francisco,San Francisco County,NorCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901249,Low flying / safety,,No,,,,20681,Phone,SAC,CA,98522,Sacramento,10/2/2019,98522,38.58,-121.49,Sacramento,Sacramento County,NorCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901250,Aircraft Noise,,No,,,,20682,Email,DVT,AZ,85083,Phoenix,10/1/2019,85083,33.72,-112.16,Phoenix,Maricopa County,#N/A,Addressed,191,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901251,NextGen/PBN,,No,,,,20683,Email,AJO,CA,92808,Anaheim,10/1/2019,92808,33.86,-117.74,Anaheim,Orange County,SoCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901252,Aircraft Noise,,No,,,,20684,Email,SNA,CA,92646,Huntington Beach,10/3/2019,92646,33.66,-117.97,Huntington Beach,Orange County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901253,,,,,,,20690,Phone,SDL,AZ,85254,Scottsdale,10/6/2019,85254,33.62,-111.95,Scottsdale,Maricopa County,#N/A,Addressed,2,Less than 15 days,New Complainant,1,0,0,0,,Letter,40,9/28/2019 - 10/11/2019
AWP-201901254,Low flying / safety,,No,,,,20691,Email,ZXT,CA,95468,Point Arena,9/30/2019,95468,38.92,-123.61,Point Arena,Mendocino County,NorCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,39,9/28/2019 - 10/11/2019
AWP-201901256,Aircraft Noise,,No,,,,20699,Phone,SNA,CA,92673,San Clemente,9/18/2019,92673,33.47,-117.61,San Clemente,Orange County,SoCal,Addressed,195,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
AWP-201901257,Helicopter,,No,,,,20700,Phone,HNL,HI,96821,Honolulu,9/18/2019,96821,21.31,-157.75,Honolulu,Honolulu County,#N/A,Addressed,203,More than 30 days,New Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901258,Military,Military,No,,,,20701,Phone,ITO,HI,96778,Pahoa,9/18/2019,96778,19.44,-155.03,Pahoa,Hawaii County,#N/A,Addressed,208,More than 30 days,New Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901259,NextGen/PBN,,No,,,,20702,Phone,OAK,CA,94703,Berkley,9/19/2019,94703,37.86,-122.28,Berkeley,Alameda County,NorCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Letter,37,9/14/2019 - 9/27/2019
AWP-201901260,Low flying / safety,,No,,,,20703,Phone,TOA,CA,91307,West Hills,9/19/2019,91307,34.20,-118.66,West Hills,Los Angeles County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,37,9/14/2019 - 9/27/2019
